survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size,is_child,fare_per_person
1,3,male,16.0,0,0,8.05,S,Third,man,True,C,Southampton,yes,True,1,1,8.05
0,2,male,27.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
0,3,male,51.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
1,1,male,38.0,1,0,90.0,S,First,man,True,C,Southampton,yes,False,2,0,45.0
0,3,male,22.0,0,0,9.35,S,Third,man,True,C,Southampton,no,True,1,0,9.35
1,2,male,19.0,0,0,10.5,S,Second,man,True,C,Southampton,yes,True,1,0,10.5
0,3,male,20.5,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,0,7.25
0,2,male,18.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,C,Southampton,no,False,5,0,5.0933399999999995
1,1,female,35.0,1,0,83.475,S,First,woman,False,C,Southampton,yes,False,2,0,41.7375
0,3,male,29.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,1,0,7.775
0,2,male,59.0,0,0,13.5,S,Second,man,True,C,Southampton,no,True,1,0,13.5
1,3,female,5.0,4,2,31.3875,S,Third,child,False,C,Southampton,yes,False,7,1,4.483928571428572
0,2,male,24.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,0,10.5
0,3,female,28.0,0,0,7.55,S,Third,woman,False,C,Southampton,no,True,1,0,7.55
0,2,male,44.0,1,0,26.0,S,Second,man,True,C,Southampton,no,False,2,0,13.0
1,2,female,8.0,0,2,26.25,S,Second,child,False,C,Southampton,yes,False,3,1,8.75
0,2,male,19.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,0,10.5
0,2,male,33.0,0,0,12.275,S,Second,man,True,C,Southampton,no,True,1,0,12.275
0,3,female,28.0,1,0,14.4542,C,Third,woman,False,C,Cherbourg,no,False,2,0,7.2271
1,3,female,28.0,1,0,15.5,Q,Third,woman,False,C,Queenstown,yes,False,2,0,7.75
0,2,male,29.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,0,10.5
0,3,male,22.0,0,0,7.125,S,Third,man,True,C,Southampton,no,True,1,0,7.125
0,3,male,30.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,1,0,7.225
0,1,male,44.0,2,0,90.0,Q,First,man,True,C,Queenstown,no,False,3,0,30.0
0,3,female,25.0,0,0,7.775,S,Third,woman,False,C,Southampton,no,True,1,0,7.775
1,2,female,24.0,0,2,14.5,S,Second,woman,False,C,Southampton,yes,False,3,0,4.833333333333333
1,1,male,37.0,1,1,52.5542,S,First,man,True,D,Southampton,yes,False,3,0,17.518066666666666
0,2,male,54.0,1,0,26.0,S,Second,man,True,C,Southampton,no,False,2,0,13.0
0,3,male,28.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,0,7.25
0,3,female,29.0,1,1,10.4625,S,Third,woman,False,G,Southampton,no,False,3,0,3.4875000000000003
0,1,male,62.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,1,0,26.55
0,3,male,30.0,1,0,16.1,S,Third,man,True,C,Southampton,no,False,2,0,8.05
0,3,female,41.0,0,2,20.2125,S,Third,woman,False,C,Southampton,no,False,3,0,6.7375
1,3,female,29.0,0,2,15.2458,C,Third,woman,False,C,Cherbourg,yes,False,3,0,5.081933333333333
1,1,female,28.0,0,0,79.2,C,First,woman,False,C,Cherbourg,yes,True,1,0,79.2
1,1,female,30.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,1,0,86.5
1,1,female,35.0,0,0,512.3292,C,First,woman,False,C,Cherbourg,yes,True,1,0,512.3292
1,2,female,50.0,0,1,26.0,S,Second,woman,False,C,Southampton,yes,False,2,0,13.0
0,3,male,28.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,0,7.75
1,3,male,3.0,4,2,31.3875,S,Third,child,False,C,Southampton,yes,False,7,1,4.483928571428572
0,1,male,52.0,1,1,79.65,S,First,man,True,E,Southampton,no,False,3,0,26.55
0,1,male,40.0,0,0,0.0,S,First,man,True,B,Southampton,no,True,1,0,0.0
0,3,female,28.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,no,True,1,0,7.75
0,2,male,36.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,0,10.5
0,3,male,16.0,4,1,39.6875,S,Third,man,True,C,Southampton,no,False,6,1,6.614583333333333
1,3,male,25.0,1,0,7.775,S,Third,man,True,C,Southampton,yes,False,2,0,3.8875
1,1,female,58.0,0,1,153.4625,S,First,woman,False,C,Southampton,yes,False,2,0,76.73125
1,1,female,35.0,0,0,135.6333,S,First,woman,False,C,Southampton,yes,True,1,0,135.6333
0,1,male,28.0,0,0,31.0,S,First,man,True,C,Southampton,no,True,1,0,31.0
1,3,male,25.0,0,0,0.0,S,Third,man,True,C,Southampton,yes,True,1,0,0.0
1,2,female,41.0,0,1,19.5,S,Second,woman,False,C,Southampton,yes,False,2,0,9.75
0,1,male,37.0,0,1,29.7,C,First,man,True,C,Cherbourg,no,False,2,0,14.85
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,1,0,7.75
1,1,female,63.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,2,0,38.97915
0,3,female,45.0,0,0,7.75,S,Third,woman,False,C,Southampton,no,True,1,0,7.75
0,2,male,28.0,0,0,0.0,S,Second,man,True,C,Southampton,no,True,1,0,0.0
0,3,male,7.0,4,1,29.125,Q,Third,child,False,C,Queenstown,no,False,6,1,4.854166666666667
1,3,female,35.0,1,1,20.25,S,Third,woman,False,C,Southampton,yes,False,3,0,6.75
0,3,male,65.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,0,7.75
0,3,male,28.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,1,0,7.8542
0,3,male,16.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,1,1,9.5
1,3,male,19.0,0,0,8.05,S,Third,man,True,C,Southampton,yes,True,1,0,8.05
0,1,male,28.0,0,0,26.0,S,First,man,True,A,Southampton,no,True,1,0,26.0
0,3,male,33.0,0,0,8.6625,C,Third,man,True,C,Cherbourg,no,True,1,0,8.6625
1,3,male,30.0,0,0,9.5,S,Third,man,True,C,Southampton,yes,True,1,0,9.5
0,3,male,22.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
1,2,male,42.0,0,0,13.0,S,Second,man,True,C,Southampton,yes,True,1,0,13.0
1,3,female,22.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,1,0,7.75
1,1,female,26.0,0,0,78.85,S,First,woman,False,C,Southampton,yes,True,1,0,78.85
1,1,female,19.0,1,0,91.0792,C,First,woman,False,B,Cherbourg,yes,False,2,0,45.5396
0,2,male,36.0,0,0,12.875,C,Second,man,True,D,Cherbourg,no,True,1,0,12.875
0,3,female,24.0,0,0,8.85,S,Third,woman,False,C,Southampton,no,True,1,0,8.85
0,3,male,24.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,1,male,28.0,0,0,27.7208,C,First,man,True,C,Cherbourg,no,True,1,0,27.7208
0,3,male,23.5,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,1,0,7.2292
0,1,female,2.0,1,2,151.55,S,First,child,False,C,Southampton,no,False,4,1,37.8875
1,1,male,28.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,1,0,30.5
1,1,female,50.0,0,1,247.5208,C,First,woman,False,B,Cherbourg,yes,False,2,0,123.7604
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,1,0,7.75
1,3,male,28.0,2,0,23.25,Q,Third,man,True,C,Queenstown,yes,False,3,0,7.75
0,3,male,19.0,0,0,0.0,S,Third,man,True,C,Southampton,no,True,1,0,0.0
1,2,female,28.0,0,0,12.35,Q,Second,woman,False,E,Queenstown,yes,True,1,0,12.35
0,3,male,28.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
1,1,male,0.92,1,2,151.55,S,First,child,False,C,Southampton,yes,False,4,1,37.8875
1,1,female,28.0,0,0,110.8833,C,First,woman,False,C,Cherbourg,yes,True,1,0,110.8833
1,1,female,17.0,1,0,108.9,C,First,woman,False,C,Cherbourg,yes,False,2,1,54.45
0,2,male,30.0,1,0,24.0,C,Second,man,True,C,Cherbourg,no,False,2,0,12.0
1,1,female,30.0,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True,1,0,56.9292
1,1,female,24.0,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True,1,0,83.1583
1,1,female,18.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,5,0,52.475
0,2,female,26.0,1,1,26.0,S,Second,woman,False,C,Southampton,no,False,3,0,8.666666666666666
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,2,male,43.0,1,1,26.25,S,Second,man,True,C,Southampton,no,False,3,0,8.75
1,3,female,26.0,0,0,7.8542,S,Third,woman,False,C,Southampton,yes,True,1,0,7.8542
1,2,female,24.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2,0,13.0
0,2,male,54.0,0,0,14.0,S,Second,man,True,C,Southampton,no,True,1,0,14.0
1,1,female,31.0,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,3,0,54.95556666666667
1,1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,3,0,44.833333333333336
0,3,male,22.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,0,7.25
0,3,male,27.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
1,2,female,30.0,0,0,12.35,Q,Second,woman,False,C,Queenstown,yes,True,1,0,12.35
1,2,female,22.0,1,1,29.0,S,Second,woman,False,C,Southampton,yes,False,3,0,9.666666666666666
0,3,male,28.0,8,2,69.55,S,Third,man,True,C,Southampton,no,False,11,0,6.322727272727272
1,1,female,36.0,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True,1,0,135.6333
0,3,male,61.0,0,0,6.2375,S,Third,man,True,C,Southampton,no,True,1,0,6.2375
1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True,1,0,13.0
1,3,female,31.0,1,1,20.525,S,Third,woman,False,C,Southampton,yes,False,3,0,6.841666666666666
1,1,female,16.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,2,1,28.9896
1,3,female,28.0,2,0,23.25,Q,Third,woman,False,C,Queenstown,yes,False,3,0,7.75
0,1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True,1,0,28.5
0,1,male,38.0,0,1,153.4625,S,First,man,True,C,Southampton,no,False,2,0,76.73125
0,3,male,16.0,2,0,18.0,S,Third,man,True,C,Southampton,no,False,3,1,6.0
1,1,female,28.0,1,0,133.65,S,First,woman,False,C,Southampton,yes,False,2,0,66.825
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False,2,0,33.3
1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,1,0,134.5
1,3,male,45.0,0,0,8.05,S,Third,man,True,C,Southampton,yes,True,1,0,8.05
0,1,male,45.0,0,0,35.5,S,First,man,True,C,Southampton,no,True,1,0,35.5
1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,3,1,8.666666666666666
1,1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,6,0,43.833333333333336
0,2,male,28.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
0,2,male,25.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
0,2,male,36.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,1,0,13.0
1,2,female,40.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,1,0,13.0
1,3,female,28.0,1,0,16.1,S,Third,woman,False,C,Southampton,yes,False,2,0,8.05
1,3,male,3.0,1,1,15.9,S,Third,child,False,C,Southampton,yes,False,3,1,5.3
0,3,male,42.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,1,0,8.6625
0,3,male,23.0,0,0,9.225,S,Third,man,True,C,Southampton,no,True,1,0,9.225
0,1,male,28.0,0,0,35.0,S,First,man,True,C,Southampton,no,True,1,0,35.0
0,3,male,15.0,1,1,7.2292,C,Third,child,False,C,Cherbourg,no,False,3,1,2.409733333333333
0,3,male,25.0,1,0,17.8,S,Third,man,True,C,Southampton,no,False,2,0,8.9
0,3,male,28.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,1,0,7.225
0,3,male,28.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,1,0,9.5
1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,2,0,27.5
0,2,female,38.0,0,0,13.0,S,Second,woman,False,C,Southampton,no,True,1,0,13.0
1,3,female,28.0,0,0,7.8792,Q,Third,woman,False,C,Queenstown,yes,True,1,0,7.8792
1,3,female,28.0,0,0,7.8792,Q,Third,woman,False,C,Queenstown,yes,True,1,0,7.8792
0,3,male,40.0,1,4,27.9,S,Third,man,True,C,Southampton,no,False,6,0,4.6499999999999995
0,2,male,29.0,1,0,27.7208,C,Second,man,True,C,Cherbourg,no,False,2,0,13.8604
0,3,female,45.0,0,1,14.4542,C,Third,woman,False,C,Cherbourg,no,False,2,0,7.2271
0,3,male,35.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,1,0,7.05
0,3,male,28.0,1,0,15.5,Q,Third,man,True,C,Queenstown,no,False,2,0,7.75
0,3,male,30.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,0,7.25
1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,2,0,37.625
1,3,female,28.0,0,0,7.2292,C,Third,woman,False,C,Cherbourg,yes,True,1,0,7.2292
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,1,0,7.75
1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,1,0,69.3
1,1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,2,0,27.72085
0,3,male,18.0,1,0,6.4958,S,Third,man,True,C,Southampton,no,False,2,0,3.2479
0,3,male,19.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
0,1,male,22.0,0,0,135.6333,C,First,man,True,C,Cherbourg,no,True,1,0,135.6333
0,3,female,3.0,3,1,21.075,S,Third,child,False,C,Southampton,no,False,5,1,4.215
1,1,female,28.0,1,0,82.1708,C,First,woman,False,C,Cherbourg,yes,False,2,0,41.0854
1,3,female,22.0,0,0,7.25,S,Third,woman,False,C,Southampton,yes,True,1,0,7.25
0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,3,0,70.5
0,3,male,20.0,0,0,4.0125,C,Third,man,True,C,Cherbourg,no,True,1,0,4.0125
0,3,male,19.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,1,0,7.775
1,1,female,42.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,1,0,227.525
1,3,female,1.0,0,2,15.7417,C,Third,child,False,C,Cherbourg,yes,False,3,1,5.247233333333333
0,3,male,32.0,0,0,7.925,S,Third,man,True,C,Southampton,no,True,1,0,7.925
1,1,female,35.0,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,2,0,26.0
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,2,male,18.0,0,0,73.5,S,Second,man,True,C,Southampton,no,True,1,0,73.5
0,3,male,1.0,5,2,46.9,S,Third,child,False,C,Southampton,no,False,8,1,5.8625
1,2,female,36.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,1,0,13.0
0,3,male,28.0,0,0,7.7292,Q,Third,man,True,C,Queenstown,no,True,1,0,7.7292
1,2,female,17.0,0,0,12.0,C,Second,woman,False,C,Cherbourg,yes,True,1,1,12.0
1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False,4,0,30.0
1,3,male,21.0,0,0,7.7958,S,Third,man,True,C,Southampton,yes,True,1,0,7.7958
0,3,male,28.0,2,0,7.925,S,Third,man,True,C,Southampton,no,False,3,0,2.6416666666666666
1,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,2,0,56.6375
1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,3,0,5.566666666666666
0,3,male,22.0,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,1,0,7.7958
0,3,female,31.0,0,0,7.8542,S,Third,woman,False,C,Southampton,no,True,1,0,7.8542
0,2,male,46.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,1,0,26.0
0,2,male,23.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,0,10.5
1,2,female,28.0,0,0,12.65,S,Second,woman,False,C,Southampton,yes,True,1,0,12.65
1,3,male,39.0,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,1,0,7.925
0,3,male,26.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
0,3,female,21.0,1,0,9.825,S,Third,woman,False,C,Southampton,no,False,2,0,4.9125
0,3,male,28.0,1,0,15.85,S,Third,man,True,C,Southampton,no,False,2,0,7.925
0,3,female,20.0,0,0,8.6625,S,Third,woman,False,C,Southampton,no,True,1,0,8.6625
0,2,male,34.0,1,0,21.0,S,Second,man,True,C,Southampton,no,False,2,0,10.5
0,3,male,51.0,0,0,7.75,S,Third,man,True,C,Southampton,no,True,1,0,7.75
1,2,male,3.0,1,1,18.75,S,Second,child,False,C,Southampton,yes,False,3,1,6.25
0,3,male,21.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,1,0,7.775
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,C,Southampton,no,False,5,0,5.0933399999999995
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,3,male,28.0,0,0,6.8583,Q,Third,man,True,C,Queenstown,no,True,1,0,6.8583
1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,2,0,45.0
0,2,male,28.0,0,0,0.0,S,Second,man,True,C,Southampton,no,True,1,0,0.0
1,3,male,44.0,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,1,0,7.925
0,3,female,28.0,0,0,8.05,S,Third,woman,False,C,Southampton,no,True,1,0,8.05
1,2,female,34.0,1,1,32.5,S,Second,woman,False,C,Southampton,yes,False,3,0,10.833333333333334
1,2,female,18.0,0,2,13.0,S,Second,woman,False,C,Southampton,yes,False,3,0,4.333333333333333
0,2,male,30.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
0,3,female,10.0,0,2,24.15,S,Third,child,False,C,Southampton,no,False,3,1,8.049999999999999
0,3,male,28.0,0,0,7.8958,C,Third,man,True,C,Cherbourg,no,True,1,0,7.8958
0,3,male,21.0,0,0,7.7333,Q,Third,man,True,C,Queenstown,no,True,1,0,7.7333
0,3,male,29.0,0,0,7.875,S,Third,man,True,C,Southampton,no,True,1,0,7.875
0,3,female,28.0,1,1,14.4,S,Third,woman,False,C,Southampton,no,False,3,0,4.8
0,3,male,18.0,1,1,20.2125,S,Third,man,True,C,Southampton,no,False,3,0,6.7375
0,3,male,28.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,0,7.25
1,2,female,28.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2,0,13.0
1,2,female,19.0,0,0,26.0,S,Second,woman,False,C,Southampton,yes,True,1,0,26.0
0,3,male,28.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,0,7.75
1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,1,0,8.05
1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,1,0,26.55
1,3,female,28.0,1,0,16.1,S,Third,woman,False,C,Southampton,yes,False,2,0,8.05
1,2,female,42.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2,0,13.0
0,3,male,17.0,0,0,7.125,S,Third,man,True,C,Southampton,no,True,1,1,7.125
0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,2,0,27.95
1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,4,1,30.0
0,3,female,21.0,2,2,34.375,S,Third,woman,False,C,Southampton,no,False,5,0,6.875
1,2,female,24.0,2,3,18.75,S,Second,woman,False,C,Southampton,yes,False,6,0,3.125
0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,6,0,43.833333333333336
0,2,male,31.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,0,10.5
1,2,female,45.0,1,1,26.25,S,Second,woman,False,C,Southampton,yes,False,3,0,8.75
0,3,male,20.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,1,0,9.5
