survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size,is_child,fare_per_person
0,3,male,25.0,1,0,7.775,S,Third,man,True,C,Southampton,no,False,2,0,3.8875
1,2,female,28.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,1,0,13.0
1,3,male,28.0,0,0,8.1125,S,Third,man,True,C,Southampton,yes,True,1,0,8.1125
1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,3,1,27.2861
1,2,female,13.0,0,1,19.5,S,Second,child,False,C,Southampton,yes,False,2,1,9.75
1,1,male,34.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,1,0,26.55
1,3,female,5.0,2,1,19.2583,C,Third,child,False,C,Cherbourg,yes,False,4,1,4.814575
1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,1,0,30.5
0,2,male,36.0,1,2,27.75,S,Second,man,True,C,Southampton,no,False,4,0,6.9375
0,3,male,28.0,1,0,19.9667,S,Third,man,True,C,Southampton,no,False,2,0,9.98335
0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,1,0,27.75
1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,2,0,44.5521
0,3,male,28.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
1,3,male,29.0,0,0,7.8958,C,Third,man,True,C,Cherbourg,yes,True,1,0,7.8958
0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,1,0,26.55
1,1,female,28.0,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,2,0,25.93125
1,2,female,50.0,0,0,10.5,S,Second,woman,False,C,Southampton,yes,True,1,0,10.5
0,3,male,28.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,0,7.75
1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,1,0,26.55
0,3,male,34.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,1,0,38.5
0,2,male,48.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
0,3,male,28.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
0,3,male,38.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,1,0,7.05
0,2,male,28.0,0,0,0.0,S,Second,man,True,C,Southampton,no,True,1,0,0.0
0,1,male,56.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,1,0,26.55
0,3,male,28.0,0,0,7.725,Q,Third,man,True,C,Queenstown,no,True,1,0,7.725
1,3,female,0.75,2,1,19.2583,C,Third,child,False,C,Cherbourg,yes,False,4,1,4.814575
0,3,male,28.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,0,7.25
0,3,male,38.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,1,0,8.6625
1,2,female,33.0,1,2,27.75,S,Second,woman,False,C,Southampton,yes,False,4,0,6.9375
1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,1,0,13.7917
0,3,female,22.0,0,0,9.8375,S,Third,woman,False,C,Southampton,no,True,1,0,9.8375
0,1,male,28.0,0,0,52.0,S,First,man,True,A,Southampton,no,True,1,0,52.0
0,2,male,34.0,1,0,21.0,S,Second,man,True,C,Southampton,no,False,2,0,10.5
0,3,male,29.0,1,0,7.0458,S,Third,man,True,C,Southampton,no,False,2,0,3.5229
0,3,male,22.0,0,0,7.5208,S,Third,man,True,C,Southampton,no,True,1,0,7.5208
1,3,female,2.0,0,1,12.2875,S,Third,child,False,C,Southampton,yes,False,2,1,6.14375
0,3,male,9.0,5,2,46.9,S,Third,child,False,C,Southampton,no,False,8,1,5.8625
0,2,male,28.0,0,0,0.0,S,Second,man,True,C,Southampton,no,True,1,0,0.0
0,3,male,50.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
1,3,female,63.0,0,0,9.5875,S,Third,woman,False,C,Southampton,yes,True,1,0,9.5875
1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,2,0,45.5396
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,C,Southampton,no,False,5,0,5.0933399999999995
1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,2,0,45.0
0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,1,0,29.7
0,3,male,30.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
1,3,male,9.0,1,1,15.9,S,Third,child,False,C,Southampton,yes,False,3,1,5.3
0,3,male,28.0,1,0,19.9667,S,Third,man,True,C,Southampton,no,False,2,0,9.98335
0,3,male,21.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,0,7.25
0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,1,0,30.5
0,1,male,71.0,0,0,49.5042,C,First,man,True,C,Cherbourg,no,True,1,0,49.5042
0,3,male,21.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
0,3,male,28.0,0,0,14.4583,C,Third,man,True,C,Cherbourg,no,True,1,0,14.4583
1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,2,0,39.13335
0,3,male,28.0,0,0,15.1,S,Third,man,True,C,Southampton,no,True,1,0,15.1
0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,4,0,37.8875
0,3,male,24.0,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,1,0,7.7958
0,3,male,17.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,1,1,8.6625
0,3,female,21.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,no,True,1,0,7.75
0,3,female,28.0,0,0,7.6292,Q,Third,woman,False,C,Queenstown,no,True,1,0,7.6292
0,3,female,37.0,0,0,9.5875,S,Third,woman,False,C,Southampton,no,True,1,0,9.5875
1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,1,1,86.5
0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,2,0,54.45
1,2,female,33.0,0,2,26.0,S,Second,woman,False,C,Southampton,yes,False,3,0,8.666666666666666
1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,1,0,26.55
0,3,male,28.0,0,0,22.525,S,Third,man,True,C,Southampton,no,True,1,0,22.525
1,3,male,26.0,0,0,56.4958,S,Third,man,True,C,Southampton,yes,True,1,0,56.4958
1,3,male,29.0,0,0,7.75,Q,Third,man,True,C,Queenstown,yes,True,1,0,7.75
0,3,male,28.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,1,0,26.2875
1,1,female,54.0,1,0,59.4,C,First,woman,False,C,Cherbourg,yes,False,2,0,29.7
0,3,male,24.0,0,0,7.4958,S,Third,man,True,C,Southampton,no,True,1,0,7.4958
0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,1,0,34.0208
1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,1,0,10.5
0,3,male,28.0,0,0,24.15,Q,Third,man,True,C,Queenstown,no,True,1,0,24.15
1,2,female,36.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2,0,13.0
0,3,male,32.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,1,0,93.5
0,3,male,22.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,3,male,28.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,1,0,7.225
1,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,2,0,28.9896
0,3,male,28.0,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,1,0,7.2292
0,3,male,40.5,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,0,7.75
1,2,female,50.0,0,0,10.5,S,Second,woman,False,C,Southampton,yes,True,1,0,10.5
0,1,male,28.0,0,0,221.7792,S,First,man,True,C,Southampton,no,True,1,0,221.7792
0,3,male,39.0,0,0,7.925,S,Third,man,True,C,Southampton,no,True,1,0,7.925
0,2,male,23.0,2,1,11.5,S,Second,man,True,C,Southampton,no,False,4,0,2.875
1,2,female,2.0,1,1,26.0,S,Second,child,False,C,Southampton,yes,False,3,1,8.666666666666666
0,3,male,28.0,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,1,0,7.2292
0,3,male,17.0,1,1,7.2292,C,Third,man,True,C,Cherbourg,no,False,3,1,2.409733333333333
1,3,female,28.0,0,2,22.3583,C,Third,woman,False,C,Cherbourg,yes,False,3,0,7.452766666666666
0,3,female,30.0,0,0,8.6625,S,Third,woman,False,C,Southampton,no,True,1,0,8.6625
1,2,female,7.0,0,2,26.25,S,Second,child,False,C,Southampton,yes,False,3,1,8.75
0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,1,0,26.55
1,1,female,30.0,0,0,106.425,C,First,woman,False,C,Cherbourg,yes,True,1,0,106.425
0,3,male,28.0,0,0,14.5,S,Third,man,True,C,Southampton,no,True,1,0,14.5
1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,3,0,16.5
1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,3,0,23.666666666666668
0,3,female,9.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False,7,1,4.4678571428571425
0,3,female,11.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False,7,1,4.4678571428571425
1,2,male,32.0,1,0,26.0,S,Second,man,True,C,Southampton,yes,False,2,0,13.0
0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,2,0,53.2125
0,1,male,64.0,0,0,26.0,S,First,man,True,C,Southampton,no,True,1,0,26.0
1,2,female,19.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2,0,13.0
1,2,male,28.0,0,0,13.8625,C,Second,man,True,C,Cherbourg,yes,True,1,0,13.8625
0,3,male,33.0,1,1,20.525,S,Third,man,True,C,Southampton,no,False,3,0,6.841666666666666
1,2,male,8.0,1,1,36.75,S,Second,child,False,C,Southampton,yes,False,3,1,12.25
1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,3,1,36.9611
0,2,male,27.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,1,0,26.0
0,3,male,28.0,0,0,7.8292,Q,Third,man,True,C,Queenstown,no,True,1,0,7.8292
1,3,male,22.0,0,0,7.225,C,Third,man,True,C,Cherbourg,yes,True,1,0,7.225
1,3,female,22.0,0,0,7.775,S,Third,woman,False,C,Southampton,yes,True,1,0,7.775
0,1,male,62.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,1,0,26.55
1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,2,0,19.8
0,1,male,28.0,0,0,227.525,C,First,man,True,C,Cherbourg,no,True,1,0,227.525
1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,3,0,26.55
1,3,female,36.0,1,0,17.4,S,Third,woman,False,C,Southampton,yes,False,2,0,8.7
0,3,male,28.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,0,7.75
0,3,male,40.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,2,male,28.0,0,0,13.5,S,Second,man,True,C,Southampton,no,True,1,0,13.5
0,3,male,28.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
0,3,female,28.0,0,0,8.05,S,Third,woman,False,C,Southampton,no,True,1,0,8.05
0,3,male,24.0,2,0,24.15,S,Third,man,True,C,Southampton,no,False,3,0,8.049999999999999
0,3,male,19.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,3,female,29.0,0,4,21.075,S,Third,woman,False,C,Southampton,no,False,5,0,4.215
0,3,male,28.0,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,1,0,7.2292
1,3,male,32.0,0,0,7.8542,S,Third,man,True,C,Southampton,yes,True,1,0,7.8542
1,2,male,62.0,0,0,10.5,S,Second,man,True,C,Southampton,yes,True,1,0,10.5
1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,3,0,17.15973333333333
1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,1,0,26.3875
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,1,0,7.75
0,3,male,16.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,8.05
0,3,male,19.0,0,0,14.5,S,Third,man,True,C,Southampton,no,True,1,0,14.5
1,2,female,34.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,1,0,13.0
1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,2,0,27.95
0,3,female,28.0,1,0,14.4583,C,Third,woman,False,C,Cherbourg,no,False,2,0,7.22915
1,3,male,32.0,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,1,0,7.925
1,2,female,25.0,1,1,30.0,S,Second,woman,False,C,Southampton,yes,False,3,0,10.0
1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,3,0,36.9611
0,2,male,54.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,1,0,26.0
0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,1,0,40.125
0,3,male,28.0,0,0,8.7125,C,Third,man,True,C,Cherbourg,no,True,1,0,8.7125
1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,3,0,26.55
0,2,male,47.0,0,0,15.0,S,Second,man,True,C,Southampton,no,True,1,0,15.0
1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,3,0,26.400000000000002
0,3,male,22.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
0,3,male,28.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
0,3,male,35.0,0,0,7.125,S,Third,man,True,C,Southampton,no,True,1,0,7.125
1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,2,0,39.13335
0,3,male,47.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,0,7.25
0,3,female,28.0,0,2,7.75,Q,Third,woman,False,C,Queenstown,no,False,3,0,2.5833333333333335
0,2,male,37.0,1,0,26.0,S,Second,man,True,C,Southampton,no,False,2,0,13.0
0,3,male,36.0,1,1,24.15,S,Third,man,True,C,Southampton,no,False,3,0,8.049999999999999
1,2,female,28.0,0,0,33.0,S,Second,woman,False,C,Southampton,yes,True,1,0,33.0
0,3,male,49.0,0,0,0.0,S,Third,man,True,C,Southampton,no,True,1,0,0.0
0,3,male,28.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,1,0,7.225
1,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,2,0,28.4646
1,2,female,24.0,2,1,27.0,S,Second,woman,False,C,Southampton,yes,False,4,0,6.75
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,1,male,28.0,0,0,42.4,S,First,man,True,C,Southampton,no,True,1,0,42.4
0,3,male,44.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
1,1,male,35.0,0,0,26.55,C,First,man,True,C,Cherbourg,yes,True,1,0,26.55
0,3,male,36.0,1,0,15.55,S,Third,man,True,C,Southampton,no,False,2,0,7.775
0,3,male,30.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
1,1,male,27.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,1,0,30.5
1,2,female,22.0,1,2,41.5792,C,Second,woman,False,C,Cherbourg,yes,False,4,0,10.3948
1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,1,0,153.4625
0,3,female,39.0,1,5,31.275,S,Third,woman,False,C,Southampton,no,False,7,0,4.4678571428571425
0,3,male,28.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,1,0,7.05
1,3,female,28.0,1,0,15.5,Q,Third,woman,False,C,Queenstown,yes,False,2,0,7.75
0,3,male,28.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,0,7.75
0,3,male,35.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
1,2,female,24.0,1,2,65.0,S,Second,woman,False,C,Southampton,yes,False,4,0,16.25
0,3,male,34.0,1,1,14.4,S,Third,man,True,C,Southampton,no,False,3,0,4.8
0,3,female,26.0,1,0,16.1,S,Third,woman,False,C,Southampton,no,False,2,0,8.05
1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,4,1,9.75
0,2,male,26.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,0,10.5
0,3,male,27.0,1,0,14.4542,C,Third,man,True,C,Cherbourg,no,False,2,0,7.2271
1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,2,0,26.2771
1,3,male,20.0,1,1,15.7417,C,Third,man,True,C,Cherbourg,yes,False,3,0,5.247233333333333
0,3,male,21.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,1,0,7.8542
0,3,male,21.0,0,0,16.1,S,Third,man,True,C,Southampton,no,True,1,0,16.1
0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,1,0,32.3208
0,2,male,57.0,0,0,12.35,Q,Second,man,True,C,Queenstown,no,True,1,0,12.35
1,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,1,0,77.9583
0,3,male,26.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,3,male,28.0,0,0,7.7333,Q,Third,man,True,C,Queenstown,no,True,1,0,7.7333
1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,1,0,30.0
0,3,male,51.0,0,0,7.0542,S,Third,man,True,C,Southampton,no,True,1,0,7.0542
1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,1,0,30.5
0,1,male,28.0,0,0,0.0,S,First,man,True,C,Southampton,no,True,1,0,0.0
0,3,female,9.0,3,2,27.9,S,Third,child,False,C,Southampton,no,False,6,1,4.6499999999999995
1,2,female,28.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,1,0,13.0
0,3,male,32.0,0,0,7.925,S,Third,man,True,C,Southampton,no,True,1,0,7.925
0,2,male,31.0,1,1,26.25,S,Second,man,True,C,Southampton,no,False,3,0,8.75
0,3,female,41.0,0,5,39.6875,S,Third,woman,False,C,Southampton,no,False,6,0,6.614583333333333
0,3,male,28.0,1,0,16.1,S,Third,man,True,C,Southampton,no,False,2,0,8.05
0,3,male,20.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,1,0,7.8542
1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,1,0,69.3
0,3,female,2.0,3,2,27.9,S,Third,child,False,C,Southampton,no,False,6,1,4.6499999999999995
1,3,male,28.0,0,0,56.4958,S,Third,man,True,C,Southampton,yes,True,1,0,56.4958
1,3,female,0.75,2,1,19.2583,C,Third,child,False,C,Cherbourg,yes,False,4,1,4.814575
1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,2,0,38.3646
0,3,male,19.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,1,0,35.5
0,3,male,28.0,0,0,7.55,S,Third,man,True,C,Southampton,no,True,1,0,7.55
1,3,female,23.0,0,0,7.55,S,Third,woman,False,C,Southampton,yes,True,1,0,7.55
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
1,2,female,18.0,0,1,23.0,S,Second,woman,False,C,Southampton,yes,False,2,0,11.5
0,3,male,21.0,0,0,8.4333,S,Third,man,True,C,Southampton,no,True,1,0,8.4333
1,3,female,28.0,0,0,7.8292,Q,Third,woman,False,C,Queenstown,yes,True,1,0,7.8292
0,3,female,18.0,0,0,6.75,Q,Third,woman,False,C,Queenstown,no,True,1,0,6.75
0,2,male,24.0,2,0,73.5,S,Second,man,True,C,Southampton,no,False,3,0,24.5
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,3,female,32.0,1,1,15.5,Q,Third,woman,False,C,Queenstown,no,False,3,0,5.166666666666667
0,2,male,23.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,3,0,37.75833333333333
1,1,male,50.0,2,0,133.65,S,First,man,True,C,Southampton,yes,False,3,0,44.550000000000004
0,3,male,40.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,1,0,7.225
0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,1,0,25.5875
0,3,male,36.0,0,0,7.4958,S,Third,man,True,C,Southampton,no,True,1,0,7.4958
1,3,male,20.0,1,0,7.925,S,Third,man,True,C,Southampton,yes,False,2,0,3.9625
0,2,male,32.0,2,0,73.5,S,Second,man,True,C,Southampton,no,False,3,0,24.5
