survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size,is_child,fare_per_person
0,2,male,25.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
0,3,male,28.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,1,0,7.775
0,3,male,43.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
1,1,female,28.0,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,2,0,26.0
1,2,female,40.0,1,1,39.0,S,Second,woman,False,C,Southampton,yes,False,3,0,13.0
0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,2,0,26.0
0,2,male,70.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,0,10.5
1,2,male,31.0,0,0,13.0,S,Second,man,True,C,Southampton,yes,True,1,0,13.0
0,2,male,28.0,0,0,0.0,S,Second,man,True,C,Southampton,no,True,1,0,0.0
0,3,male,18.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,1,0,7.775
0,3,male,24.5,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
1,3,female,18.0,0,0,9.8417,S,Third,woman,False,C,Southampton,yes,True,1,0,9.8417
0,3,female,43.0,1,6,46.9,S,Third,woman,False,C,Southampton,no,False,8,0,5.8625
1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,2,0,256.1646
0,3,female,28.0,0,0,8.1375,Q,Third,woman,False,C,Queenstown,no,True,1,0,8.1375
1,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True,1,0,76.7292
0,3,male,20.0,0,0,9.225,S,Third,man,True,C,Southampton,no,True,1,0,9.225
0,3,male,14.0,5,2,46.9,S,Third,child,False,C,Southampton,no,False,8,1,5.8625
0,2,male,60.0,1,1,39.0,S,Second,man,True,C,Southampton,no,False,3,0,13.0
0,2,male,25.0,1,2,41.5792,C,Second,man,True,C,Cherbourg,no,False,4,0,10.3948
0,3,male,14.0,4,1,39.6875,S,Third,child,False,C,Southampton,no,False,6,1,6.614583333333333
0,3,male,19.0,0,0,10.1708,S,Third,man,True,C,Southampton,no,True,1,0,10.1708
0,3,male,18.0,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,1,0,7.7958
1,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,2,1,105.66875
1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,2,0,28.5
1,3,female,4.0,0,1,13.4167,C,Third,child,False,C,Cherbourg,yes,False,2,1,6.70835
1,3,male,28.0,0,0,56.4958,S,Third,man,True,C,Southampton,yes,True,1,0,56.4958
0,3,male,25.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,1,0,7.225
0,1,male,60.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,1,0,26.55
0,2,male,52.0,0,0,13.5,S,Second,man,True,C,Southampton,no,True,1,0,13.5
0,3,male,44.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
1,3,female,28.0,0,0,7.7333,Q,Third,woman,False,C,Queenstown,yes,True,1,0,7.7333
0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False,3,0,36.9611
0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,1,0,7.65
1,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False,2,0,113.7625
1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,1,0,26.2875
0,3,female,18.0,0,1,14.4542,C,Third,woman,False,C,Cherbourg,no,False,2,0,7.2271
0,3,male,25.0,0,0,7.7417,Q,Third,man,True,C,Queenstown,no,True,1,0,7.7417
0,3,male,26.0,1,0,7.8542,S,Third,man,True,C,Southampton,no,False,2,0,3.9271
0,2,male,39.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,1,0,26.0
1,2,female,45.0,0,0,13.5,S,Second,woman,False,C,Southampton,yes,True,1,0,13.5
1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,1,0,26.2875
1,1,female,22.0,0,0,151.55,S,First,woman,False,C,Southampton,yes,True,1,0,151.55
1,3,male,28.0,1,1,15.2458,C,Third,man,True,C,Cherbourg,yes,False,3,0,5.081933333333333
1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True,1,0,49.5042
0,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,1,0,26.55
1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False,2,0,26.0
0,3,male,29.0,0,0,9.4833,S,Third,man,True,C,Southampton,no,True,1,0,9.4833
0,2,male,52.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,1,0,7.65
1,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,1,0,227.525
1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True,1,0,10.5
0,3,male,28.0,0,0,15.5,Q,Third,man,True,C,Queenstown,no,True,1,0,15.5
0,3,male,33.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,1,0,7.775
1,2,female,6.0,0,1,33.0,S,Second,child,False,C,Southampton,yes,False,2,1,16.5
0,3,male,17.0,1,0,7.0542,S,Third,man,True,C,Southampton,no,False,2,1,3.5271
0,2,male,34.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
0,2,male,50.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False,2,0,26.55
0,3,male,20.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,1,0,8.6625
1,2,female,30.0,3,0,21.0,S,Second,woman,False,C,Southampton,yes,False,4,0,5.25
1,3,female,28.0,0,0,7.7375,Q,Third,woman,False,C,Queenstown,yes,True,1,0,7.7375
0,2,male,25.0,1,0,26.0,S,Second,man,True,C,Southampton,no,False,2,0,13.0
0,3,female,25.0,1,0,7.925,S,Third,woman,False,C,Southampton,no,False,2,0,3.9625
1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True,1,0,211.3375
0,3,male,11.0,0,0,18.7875,C,Third,child,False,C,Cherbourg,no,True,1,1,18.7875
0,2,male,28.0,0,0,0.0,S,Second,man,True,C,Southampton,no,True,1,0,0.0
0,2,male,23.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
0,2,male,23.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
0,3,male,28.5,0,0,16.1,S,Third,man,True,C,Southampton,no,True,1,0,16.1
0,3,female,48.0,1,3,34.375,S,Third,woman,False,C,Southampton,no,False,5,0,6.875
1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True,1,0,512.3292
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
1,1,male,28.0,0,0,30.0,S,First,man,True,D,Southampton,yes,True,1,0,30.0
0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False,2,0,39.425
1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,5,0,52.475
0,3,male,24.0,1,0,16.1,S,Third,man,True,C,Southampton,no,False,2,0,8.05
1,3,male,31.0,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,1,0,7.925
0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False,3,0,23.666666666666668
0,3,male,16.0,1,1,20.25,S,Third,man,True,C,Southampton,no,False,3,1,6.75
1,2,female,30.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,1,0,13.0
0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False,2,0,26.55
0,3,male,31.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,0,7.75
1,2,female,4.0,1,1,23.0,S,Second,child,False,C,Southampton,yes,False,3,1,7.666666666666667
1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False,2,1,6.2375
0,3,male,33.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,1,0,9.5
0,3,male,23.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
1,2,female,48.0,1,2,65.0,S,Second,woman,False,C,Southampton,yes,False,4,0,16.25
1,2,male,0.67,1,1,14.5,S,Second,child,False,C,Southampton,yes,False,3,1,4.833333333333333
0,3,male,28.0,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,1,0,7.7958
0,2,male,18.0,0,0,11.5,S,Second,man,True,C,Southampton,no,True,1,0,11.5
0,3,male,34.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,1,0,86.5
0,3,male,28.0,0,0,14.5,S,Third,man,True,C,Southampton,no,True,1,0,14.5
0,3,male,41.0,0,0,7.125,S,Third,man,True,C,Southampton,no,True,1,0,7.125
1,3,male,20.0,0,0,7.2292,C,Third,man,True,C,Cherbourg,yes,True,1,0,7.2292
1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False,4,0,30.0
0,3,male,16.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,1,1,7.775
1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,2,0,38.97915
0,1,male,28.0,0,0,39.6,C,First,man,True,C,Cherbourg,no,True,1,0,39.6
0,3,female,30.5,0,0,7.75,Q,Third,woman,False,C,Queenstown,no,True,1,0,7.75
0,3,male,28.0,1,0,24.15,Q,Third,man,True,C,Queenstown,no,False,2,0,12.075
0,3,male,32.0,0,0,8.3625,S,Third,man,True,C,Southampton,no,True,1,0,8.3625
0,3,male,24.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,1,0,9.5
0,3,male,48.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,1,0,7.8542
0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True,1,0,10.5
0,3,male,28.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,1,0,7.225
1,2,female,54.0,1,3,23.0,S,Second,woman,False,C,Southampton,yes,False,5,0,4.6
0,3,male,18.0,0,0,7.75,S,Third,man,True,C,Southampton,no,True,1,0,7.75
0,3,male,28.0,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,1,0,7.75
1,3,female,5.0,0,0,12.475,S,Third,child,False,C,Southampton,yes,True,1,1,12.475
0,3,male,28.0,0,0,7.7375,Q,Third,man,True,C,Queenstown,no,True,1,0,7.7375
1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False,2,0,105.66875
1,3,female,13.0,0,0,7.2292,C,Third,child,False,C,Cherbourg,yes,True,1,1,7.2292
1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False,2,1,28.5
0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True,1,0,30.0
0,3,male,28.0,1,2,23.45,S,Third,man,True,C,Southampton,no,False,4,0,5.8625
0,3,male,25.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,1,0,7.05
0,3,male,25.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,0,7.25
1,3,female,18.0,0,0,7.4958,S,Third,woman,False,C,Southampton,yes,True,1,0,7.4958
0,3,male,8.0,4,1,29.125,Q,Third,child,False,C,Queenstown,no,False,6,1,4.854166666666667
1,3,male,1.0,1,2,20.575,S,Third,child,False,C,Southampton,yes,False,4,1,5.14375
0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,1,0,79.2
0,3,male,28.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,0,7.75
0,2,male,16.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,1,1,26.0
0,3,female,28.0,8,2,69.55,S,Third,woman,False,C,Southampton,no,False,11,0,6.322727272727272
0,1,male,28.0,0,0,30.6958,C,First,man,True,C,Cherbourg,no,True,1,0,30.6958
0,3,male,25.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,2,male,39.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,1,0,25.9292
1,3,female,31.0,0,0,8.6833,S,Third,woman,False,C,Southampton,yes,True,1,0,8.6833
0,3,male,30.0,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,1,0,7.2292
0,3,female,30.0,1,1,24.15,S,Third,woman,False,C,Southampton,no,False,3,0,8.049999999999999
0,2,male,34.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
1,2,female,31.0,1,1,26.25,S,Second,woman,False,C,Southampton,yes,False,3,0,8.75
1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,4,1,30.0
1,3,male,0.42,0,1,8.5167,C,Third,child,False,C,Cherbourg,yes,False,2,1,4.25835
1,3,male,27.0,0,0,6.975,S,Third,man,True,C,Southampton,yes,True,1,0,6.975
0,3,male,31.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,1,0,7.775
0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True,1,0,0.0
0,3,female,18.0,0,0,7.775,S,Third,woman,False,C,Southampton,no,True,1,0,7.775
0,2,male,39.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False,2,0,26.55
0,3,male,26.0,0,0,7.8875,S,Third,man,True,C,Southampton,no,True,1,0,7.8875
0,3,male,39.0,0,0,24.15,S,Third,man,True,C,Southampton,no,True,1,0,24.15
0,2,male,35.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,0,10.5
0,3,female,6.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False,7,1,4.4678571428571425
0,3,male,30.5,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
0,1,male,28.0,0,0,0.0,S,First,man,True,B,Southampton,no,True,1,0,0.0
0,3,female,23.0,0,0,7.925,S,Third,woman,False,C,Southampton,no,True,1,0,7.925
0,2,male,31.0,1,1,37.0042,C,Second,man,True,C,Cherbourg,no,False,3,0,12.334733333333332
0,3,male,43.0,0,0,6.45,S,Third,man,True,C,Southampton,no,True,1,0,6.45
0,3,male,10.0,3,2,27.9,S,Third,child,False,C,Southampton,no,False,6,1,4.6499999999999995
1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False,3,0,31.166666666666668
1,3,male,27.0,0,0,8.6625,S,Third,man,True,C,Southampton,yes,True,1,0,8.6625
0,1,male,38.0,0,0,0.0,S,First,man,True,C,Southampton,no,True,1,0,0.0
1,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False,2,0,6.2375
0,3,male,2.0,4,1,39.6875,S,Third,child,False,C,Southampton,no,False,6,1,6.614583333333333
0,3,male,28.0,0,0,6.95,Q,Third,man,True,C,Queenstown,no,True,1,0,6.95
0,3,male,28.0,0,0,56.4958,S,Third,man,True,C,Southampton,no,True,1,0,56.4958
1,2,male,1.0,0,2,37.0042,C,Second,child,False,C,Cherbourg,yes,False,3,1,12.334733333333332
1,3,male,28.0,0,0,7.75,Q,Third,man,True,C,Queenstown,yes,True,1,0,7.75
1,1,female,62.0,0,0,80.0,S,First,woman,False,B,Southampton,yes,True,1,0,80.0
1,3,female,15.0,1,0,14.4542,C,Third,child,False,C,Cherbourg,yes,False,2,1,7.2271
1,2,male,0.83,1,1,18.75,S,Second,child,False,C,Southampton,yes,False,3,1,6.25
0,3,male,28.0,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,1,0,7.2292
0,3,male,23.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,1,0,7.8542
0,3,male,18.0,0,0,8.3,S,Third,man,True,C,Southampton,no,True,1,0,8.3
1,1,female,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False,3,0,27.71943333333333
0,3,male,21.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,1,0,8.6625
0,3,male,28.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,0,8.05
1,3,male,32.0,0,0,56.4958,S,Third,man,True,C,Southampton,yes,True,1,0,56.4958
1,1,male,28.0,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True,1,0,29.7
0,3,male,20.0,0,0,7.925,S,Third,man,True,C,Southampton,no,True,1,0,7.925
0,2,male,16.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,1,10.5
1,1,female,30.0,0,0,31.0,C,First,woman,False,C,Cherbourg,yes,True,1,0,31.0
0,3,male,34.5,0,0,6.4375,C,Third,man,True,C,Cherbourg,no,True,1,0,6.4375
0,3,male,17.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,1,1,8.6625
0,3,male,42.0,0,0,7.55,S,Third,man,True,C,Southampton,no,True,1,0,7.55
0,3,male,28.0,8,2,69.55,S,Third,man,True,C,Southampton,no,False,11,0,6.322727272727272
0,3,male,35.0,0,0,7.8958,C,Third,man,True,C,Cherbourg,no,True,1,0,7.8958
0,2,male,28.0,0,1,33.0,S,Second,man,True,C,Southampton,no,False,2,0,16.5
1,1,female,28.0,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False,2,0,44.5521
0,3,male,4.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False,7,1,4.4678571428571425
0,3,male,74.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,1,0,7.775
0,3,female,9.0,1,1,15.2458,C,Third,child,False,C,Cherbourg,no,False,3,1,5.081933333333333
1,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False,2,1,19.7
0,2,female,44.0,1,0,26.0,S,Second,woman,False,C,Southampton,no,False,2,0,13.0
1,3,female,18.0,0,1,9.35,S,Third,woman,False,C,Southampton,yes,False,2,0,4.675
1,1,female,45.0,1,1,164.8667,S,First,woman,False,C,Southampton,yes,False,3,0,54.95556666666667
1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,1,0,26.55
1,3,female,24.0,0,3,19.2583,C,Third,woman,False,C,Cherbourg,yes,False,4,0,4.814575
0,3,male,28.0,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,1,0,7.2292
0,3,male,41.0,2,0,14.1083,S,Third,man,True,C,Southampton,no,False,3,0,4.702766666666666
0,2,male,21.0,1,0,11.5,S,Second,man,True,C,Southampton,no,False,2,0,5.75
1,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,1,0,25.9292
0,3,female,28.0,8,2,69.55,S,Third,woman,False,C,Southampton,no,False,11,0,6.322727272727272
0,2,male,24.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
1,2,female,42.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,1,0,13.0
1,2,female,27.0,1,0,13.8583,C,Second,woman,False,C,Cherbourg,yes,False,2,0,6.92915
0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,1,0,50.4958
0,3,male,28.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,1,0,9.5
1,3,male,4.0,1,1,11.1333,S,Third,child,False,C,Southampton,yes,False,3,1,3.7111
0,3,male,26.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,3,0,17.518066666666666
0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,1,0,5.0
0,3,male,47.0,0,0,9.0,S,Third,man,True,C,Southampton,no,True,1,0,9.0
1,2,female,28.0,1,0,24.0,C,Second,woman,False,C,Cherbourg,yes,False,2,0,12.0
1,3,female,15.0,0,0,7.225,C,Third,child,False,C,Cherbourg,yes,True,1,1,7.225
0,3,male,20.0,0,0,9.8458,S,Third,man,True,C,Southampton,no,True,1,0,9.8458
0,3,male,19.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,2,0,41.57915
1,2,female,25.0,0,1,26.0,S,Second,woman,False,C,Southampton,yes,False,2,0,13.0
0,3,male,33.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,0,7.8958
0,3,female,22.0,0,0,10.5167,S,Third,woman,False,C,Southampton,no,True,1,0,10.5167
0,2,male,28.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,0,10.5
0,3,male,25.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,1,0,7.05
0,3,female,39.0,0,5,29.125,Q,Third,woman,False,C,Queenstown,no,False,6,0,4.854166666666667
0,2,male,27.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,0,13.0
1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,1,0,30.0
0,3,female,28.0,1,2,23.45,S,Third,woman,False,C,Southampton,no,False,4,0,5.8625
1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True,1,0,30.0
0,3,male,32.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,0,7.75
